"Street/Name","Zipcode","Invited","Turnout","X","Y"
" De Bron II","9402CB","800",484,233241.000267162,557527.000726077
" De Bronckhorsthoeve","6971JA","1402",481,208269.500172351,456123.796701554
" De Bronkerk","7339GH","1914",1064,192334.761521468,466497.285651307
" De Brug gymzaal 2","5152JB","1554",1000,136695.069297854,410559.410152839
" De Burgwal","8261EP","1504",537,190844.568767819,507786.790548489
" De Coenen","1071WG","1777",838,120548,485090
" De Componist","9402VH","1600",820,233934.999932318,558584.000771038
" De Dick van Dijk Hal","2803WH","0",1616,107152.539805427,448627.648824559
" De Dissel","9403LT","2400",1630,235480.000203652,559749.001103485
" De Dobbelsteen","4813GR","1245",567,109987.268522544,398685.007468928
" De Doelen","6711DE","0",607,174604.000064051,450804.00076477
" De Dorpskamer","4157GN","475",270,142925.570313685,432797.502216063
" De Dorpskring","4153AH","1596",611,141893.639175834,432933.213047868
" De Drie Linden","4841NA","0",2132,107849.102048735,401567.501928762
" De Duinpan","4921EJ","1404",464,113268.995208584,409515.00075792
" De Durghorstplantsoen","1561DB","1986",519,112965.344831698,501673.385583717
" De Eester","1019JR","1985",922,124416,487077
" De Finsehof","7415RM","2180",752,208169.000169511,475522.000454295
" De Gelderhorst","6716RK","0",55,0,0
" De Gibraltar","1055PS","977",367,118321,488676
" De Groene Daan","3737RK","1482",897,139025.882011597,459534.949888786
" De Groene Hub","1106LP","0",745,126156,479119
" De Grote Kerk","7315AB","0",3731,193808.062475391,470407.00168662
" De Hangar","5658LA","3333",1166,156647.652974336,383727.775324859
" De Hazenkamp","5391AB","1311",255,0,0
" De Herberg","8277AA","1370",982,192015.737452124,510495.60410816
" De Hoeksteen","2742XG","1630",756,103973.284471192,450865.281540777
" De Hoeksteen","4337JH","1760",982,32540.6223958332,390764.127833026
" De Hoeksteen","8271GB","0",2972,192589.416068406,508692.126249755
" De Hofstad","7331KE","1880",992,194521.823550774,467646.638642898
" De Hofstaete","1827KX","0",1180,112911.983786291,520713.522832502
" De Hoge Weye","7361AV","2220",1059,194409.005547049,463576.555376351
" De Honskamp","6741AA","0",26,0,0
" De Horst Sibculo","7693PH","1141",545,239864.531883244,500087.636711522
" De Jozef","2405BS","1228",420,105206.514592422,460088.828678992
" De Kandelaar","8275AH","632",463,197646.720247479,505575.634404585
" De Kazerne","1106AK","1101",406,126839,478900
" De Kazerne","1398AN","0",1161,133459.000239264,482539.000382366
" De Kei","7415JM","1813",672,208395.202169702,476349.652454796
" De Kerk Ransdorp","1028BL","1433",507,128223,489536
" De Kerk van Jezus Christus","2723PA","1907",532,95907.4693913065,453367.133800228
" De Koperen Knoop","1051BA","1090",2066,120233,488538
" De Korf 2","5251AW","1362",448,143638.790077425,411905.49387313
" De Kroon","7415KP","1724",590,0,0
" De Leuke Hanzestad","8261LK","1535",765,191433.444287739,507212.508035378
" De Levensbron","7773AA","737",339,237515.687018012,510624.890873964
" De Lichtboei","4819EA","1615",349,112069.915354677,398404.562961657
" De Lichtkring","2408TV","940",1133,104054.36605349,459257.476494326
" de Maasstee","9406RA","1000",397,232768.999884646,558357.00024519
" De Mads, Dans- en muziekcentrum","5142CB","2115",549,133681.997971851,411462.00005416
" De Mirandabad","1079PA","3400",683,121951,483534
" De Molenkap","2807EC","1749",600,110762.99370021,446948.993631974
" De Morgenster","2743LW","1671",810,103208.66747057,449854.65655095
" De Morgenster","4191DN","1291",759,149297.000368897,432795.000708786
" De Nieuwe KHL","1019BN","633",1030,124309,487437
" De Nieuwe Kolk","9401ET","1800",918,233664.834354429,557040.855775081
" De Nieuwe Liefde","1053WP","699",1435,119884,487004
" De Nieuwe Meidoorn","4814KB","0",1268,111054.790771664,400155.255475292
" De Noorderkerk","1502DJ","0",1449,116892.011863774,495929.808960671
" De Noorderspeeltuin","1015LH","1133",648,120631,488084
" De Ommeland","8262WE","1464",727,189793.405121582,508293.176152797
" De Ontmoeting","2451AP","0",1069,106188.996609758,470866.002040622
" De Ontmoeting","4191AD","1207",353,148153.787032773,432783.367763946
" De Ontmoeting","7601SZ","1300",260,242368.99231553,484711.004625755
" De Ontmoetingskerk","2742DJ","1580",932,104263.370472903,451536.21953512
" De Ontmoetingskerk","4335PA","1823",873,31089.0297254581,390674.482525304
" De Oostpoort","2807KL","1932",738,111016.07473016,446664.98080793
" De Open Hof","1816LZ","1587",306,109511.694080348,515918.462254852
" De Open Hof","3765BA","0",1367,147994.047958211,464802.461908179
" De Open Hof","6715AJ","0",706,172247.000242185,450578.000898125
" De Opstandingskerk","9403MA","1600",731,235494.000296192,559579.000729159
" De Ossestal","1068BZ","2251",145,114929,486287
" De Paaskerk","1501TN","1302",502,117568.771356348,494450.281264469
" De Partner II","3437PL","1205",643,133442.038807758,450146.935081625
" De Plataan","2771SX","1434",696,104149.389815523,453570.480973452
" De Pluk","4191SG","1128",908,148275.666326091,431639.167448498
" de Proosdijkerk (aan de rotonde)","6713AG","0",904,173402.000080472,450251.000795612
" De Randhorst","4191NN","1299",511,149518.000128306,432365.000571101
" De Rank","2421BE","2436",905,113426.63537871,462582.798626178
" De Rank","3768EJ","0",968,149600.515187297,464395.024841944
" De Rank","8271JE","1258",662,191880.78649492,508319.474175954
" De Reestkerk","7707PM","760",498,221688.988409801,515145.965158795
" De Rekere 2.0","1824EX","0",1521,112191.829051285,517258.26238447
" De Remise","5151BM","1177",780,138308.893508472,410887.899919024
" De Rietschoot","1831CR","0",951,112197.559186147,521079.11867434
" De Rietzanger","2431AD","1444",907,116504.000233391,464060.000937943
" De Ringkant","2441AD","1231",500,111604.000428507,467664.00089333
" De Rode Hoed","1015CV","983",728,120958,487838
" De Roode Bioscoop","1013HP","773",1314,120739,488588
" De Rooi Pannen","4811TH","1103",227,112387.074897428,399675.774510268
" De Roos","1071BW","0",1688,120145,485776
" De Ruimte","4813GB","1983",331,110876.192204801,398973.363793778
" De Schakel","4151EG","467",307,137643.000285075,432478.000449308
" De Schakel","5156AH","0",532,137981.007956133,414781.629817087
" De Schakel","5161CJ","1490",507,0,0
" De Schakel","7772BL","1213",528,238416.895070828,510427.810663209
" De Schalmei","8265RG","1201",717,190320.939197117,506157.284614066
" De Scheg 2","7422LW","2492",1408,211430.000172488,473834.000453231
" de School met de Bijbel","6721NP","0",695,171397.000170304,447102.000772888
" De Schulp","9404BB","1600",700,234703.000239591,557013.000974916
" De Schutse","3652LH","931",538,118919.000009654,463124.000739012
" De Serre","1069KB","2684",665,0,0
" De Slagen 2 (voorheen MET)","5146AW","2332",559,131363.986008185,409756.652871567
" De Sleutel","4191XT","1236",551,148932.444230931,433164.977494268
" De Sleutel","4822XM","1836",465,109275.160410507,402218.547505051
" De Smidse","7771CV","1192",698,237323.976287778,509518.162670305
" De Spaarndammerhout","1014ZG","2130",1767,120369.691,489543.753
" de Speelwinkel","2801VM","1830",738,108214.996878749,446999.99358439
" De SPOT","1067CP","1276",82,0,0
" De Spreng","2377AV","1747",519,104281.00030201,469919.000883827
" de Spreng Maandag","9404CC","800",1648,235340.00049755,556386.000919813
" De Stal Kaag","2159LB","379",223,98357.1223762899,470104.308861685
" De Steeg 2","5254JD","1012",1238,142015.755895603,413825.766647508
" De Stek","2771SV","1611",830,103940.995870446,453949.99611976
" De Stek","6713GX","0",620,173223.000390302,449916.000634386
" De Sterrenschool","6901KZ","1359",417,203053.576385618,437948.532826184
" De Stilte","4811KB","1875",445,112578.41708125,399598.508305591
" De Stulp 1","5151MR","1407",1178,137950.529786878,410229.029587586
" De Tagerijn","1057VW","1387",738,118779,486962
" De Terpkerk (Othene)","4532JK","3055",1514,48289.4997340558,372512.209743647
" De Twee Gezusters","6411GT","1227",623,196808.159895746,322020.580945585
" De Twijn (zij-ingang)","8013TV","1840",592,0,0
" De Veenhof","8278BC","644",441,191911.857165336,502396.406298672
" De Vennen gymzaal","5151CA","1342",353,137570.606560673,410423.021935172
" De Verbinding","4822ST","2433",308,109112.442505248,402913.165325151
" De Veste","2804RS","1915",984,108234.858412403,449327.81308492
" De Vier Gravinnen","4001RZ","2454",541,0,0
" De Vierkap (Oud Verlaat)","2761DT","1613",191,98091.9927452866,442935.003265293
" De Vijf-er","7424DE","0",1998,211949.462,475487.024
" De Vinse School","1015HP","2502",636,120760.999785717,488319.000576442
" De Volleyhal","1507JE","1730",538,115432.911577522,495657.575923157
" De Vrijburcht","1962VA","0",1172,106900.081930082,502543.783595102
" De Vrijheidskerk","1816GD","0",2182,110145.641192305,516838.254020078
" De Vrolijke Schutters","5242CR","1654",469,0,0
" De Waag","1811JP","1595",512,111872.273120835,516165.26318639
" De Waalse Kerk","1012JZ","943",657,121624,487137
" De Wachter","1069DA","2011",455,114793,485559
" De Waldhoorn","6731AT","0",92,181361.000223974,457077.000737242
" De Warenar","2242HE","971",721,86860.4640591148,461764.202445727
" De Wending","1057XN","1580",610,118983,486892
" de Westerkerk","2802LD","2017",734,107661.84839659,446646.586145244
" De Wiemerink","6217XL","0",599,174934.487487279,318695.664818645
" De Wingerd","7692AE","1154",678,235342.269485049,503181.885263029
" De Witte Boei","1018LT","2471",510,123306.209,487162.207
" De Woeste Hoeve","1842GT","568",282,117574.804369368,516634.381865435
" De Wormerveerse Vermaning","1521DM","1398",330,114867.152128661,500479.116299703
" De Woudkapel","3723JG","1584",1386,0,0
" De Zandley","5151HK","0",35,137271.592272563,411265.446571643
" De Zeeheld","1013PV","2393",948,120937,489232
" De Zuiderkerk","1011WB","840",873,121799,487032
" De Zuidrandflat","2806DC","1203",715,109379.993570351,446917.992386411
" Dedemsvaart - Clubgebouw Korfbal","7701VT","1210",571,226870.291982277,512621.590213669
" Deltion College","8031AA","1840",392,202354.501415679,503954.376299646
" Denksportcentrum Apeldoorn","7333NJ","1718",1196,194578.596756389,466360.471390576
" Dep. OBS De Notenkraker","1058SG","1573",914,0,0
" Dependance basisschool de Hoeksteen","1561TT","2395",1136,112957.039943502,502210.906422111
" Dependance CNS De Vuursteen (gymzaal)","6718EB","0",433,172378.000161663,451635.00041001
" Dependance Westerparkschool","1051HE","2559",1467,119923,488103
" Desmond Tutu Centrum","3764TG","0",460,149308.516153165,465577.040141678
" Deventer Schouwburg","7411TJ","2049",1136,207872.162169259,474461.352453666
" Dick Bruna school","2742MG","895",601,104023.852,449211.558
" Dienstencentrum De Terp","8022BG","1840",934,203759.077936189,504046.789543371
" Dienstencentrum De Veste","4531GV","1672",748,46769.3449668219,373060.727263039
" Dienstencentrum Duivenvoorde","2261AN","1838",624,86905.3822129456,457069.18962543
" Dienstencentrum Elsbroek","2182TX","1635",797,99791.1431697399,477781.090286933
" Dienstencentrum Schandelen","6412WG","937",247,196822.51788359,322756.55677362
" Dillenburcht Sporthal 2","5151VW","1269",479,138159.423726768,411333.302816132
" Dissel Maandag","9403LT","800",1579,235480.000203652,559749.001103485
" DokZuid","7333GZ","1371",655,195093.660042862,467293.065322479
" Dominicuskerk","1012TS","1221",708,121393,487811
" Doopsgezinde Gemeente","1811LM","1515",407,111818.056906683,516372.383252678
" Doopsgezinde Singelkerk","1017AW","714",288,121043.000031559,486764.000468976
" Dorpscentrum De Brink","7371AC","1553",870,198285.152340789,459003.677077075
" Dorpscentrum De Nieuwe Spil","6732BL","0",1138,179911.438055608,459835.068379421
" Dorpshuis  Op Moer","2751AW","1613",983,99720.9922694105,451010.004575978
" Dorpshuis 't Klooster","4854CB","0",1920,116400.432296205,397565.235837635
" Dorpshuis 't Ouwe Raed' uus","4693BV","1335",726,0,0
" Dorpshuis 't Web","4847KS","1143",965,116098.625587913,402493.883477419
" Dorpshuis ""De Bongerd""","8196KW","525",296,0,0
" Dorpshuis ""De Bron""","5423SL","1526",783,177571.247142275,398962.428406267
" Dorpshuis ""De Heugte""  Radewijk","7791RK","504",337,245469.074233707,509703.854252577
" Dorpshuis ""De Kwaker""","1551RC","2004",725,113451.40827972,495863.058528284
" Dorpshuis ""De Noorddam""","1525PA","721",296,0,0
" Dorpshuis ""De Vossenkuil""","4698AM","2139",1136,72477.4316624327,398541.355138977
" Dorpshuis Aarlanderveen","2445AK","0",606,109943.789460022,461629.322603815
" Dorpshuis Acht","5626BD","1",1615,157888.439153895,387911.625660675
" Dorpshuis Albertine","4156AJ","756",470,140773.792262876,432693.254566319
" Dorpshuis Biervliet","4521BK","1313",664,36536.1972264224,372493.528293186
" Dorpshuis De Aanloop","6731BD","0",1133,181550.999965185,457047.00005655
" Dorpshuis de Arne","4341GX","1114",441,36388.2302183528,391584.717669841
" Dorpshuis De Biskamp","4174GW","782",467,140566.070330664,426617.37043643
" Dorpshuis De Cluse","6914AL","873",417,204151.000458117,433368.000524465
" Dorpshuis De Heujmansbelt","7695TJ","930",534,241384.395459109,505499.716064719
" Dorpshuis De Hoeksteen","1841GN","1548",818,116518.380239156,514155.639044838
" Dorpshuis De Juffrouw","2391CK","1563",767,99889.6602134114,456729.565423338
" Dorpshuis De Koeldert","4181CK","1392",841,145935.259919549,427206.190584613
" Dorpshuis de Koels","4214EA","1621",828,131751.609112994,426343.998320004
" Dorpshuis De Krakeling","4161AL","1975",1012,133479.810067721,431398.986713591
" Dorpshuis De Krim","7782RN","773",387,238295.156952465,518742.078348379
" Dorpshuis De Molenkamp","8015PM","550",313,205443.292722612,495818.327102965
" Dorpshuis de Poort","4171AH","2139",1231,137439.288299911,426611.505864357
" Dorpshuis De Som","2394GJ","1558",709,100634.000002148,460269.000827923
" Dorpshuis De Spieker","6917AM","514",194,207692.00037537,429345.999957135
" Dorpshuis de Stoek 15-3","8896JG","0",578,152076.086118637,601163.968523513
" Dorpshuis de Stove","4696BK","1278",836,59758.4755018372,400769.325646592
" Dorpshuis De Toekomst","3947PG","1903",1110,151041.279469964,447490.677627294
" Dorpshuis De Wimpel","4675CS","1753",989,70264.1645533637,403999.220195234
" Dorpshuis De Zicht","6744WJ","0",2109,167948.000341403,452627.000534366
" Dorpshuis Eensgezindheid","6913AC","734",427,203064.000280986,434121.000100118
" Dorpshuis EMM  15-3","4147BJ","0",1627,135791.754919232,432522.548044705
" Dorpshuis Est","4185NA","446",354,149887.530456986,429324.240273033
" Dorpshuis Fort Vreeswijk","3433ZZ","1205",1165,135226.629679533,446418.91999224
" Dorpshuis Herxen","8131PC","357",229,205959.97916723,493521.846465008
" Dorpshuis Het Gebouw","6988AG","1234",478,198553.004084195,444484.209109495
" Dorpshuis Hollandsche Rading","3739KM","1310",752,140913.707307247,465109.668041328
" Dorpshuis Meteren","4194TH","717",467,147471.000427726,430648.000812931
" Dorpshuis Nimmerdor","4364BL","1136",794,28452.0216420669,395777.683637878
" Dorpshuis Onder de Boom","1484EC","0",1009,117676.792916497,508216.188084459
" Dorpshuis Ons Dorpshuis","4675RJ","383",198,67995.662892656,406169.863052499
" Dorpshuis Plein 13","2375AC","1838",985,100148.215439019,467459.002650536
" Dorpshuis Swanla  (Catgeszaal)","2761BJ","1613",883,99785.5878829187,447641.569681571
" Dorpshuis Toevershof","4064CK","1236",611,153679.428319422,425993.330222518
" Dorpshuis Tricht","4196AC","1699",1111,146967.070130309,433545.436415257
" Dorpshuis Tuil","4176BH","741",416,144834.329983366,426027.650605791
" Dorpshuis Westbroek","3615AG","938",623,137048.671188829,462376.332593125
" Dorpspunt (MA)","2266HA","0",934,91871.371383729,456757.775073756
" Dr. de Visserschool","4835LH","2872",709,112912.215370054,398087.212814867
" Dr. Naussau College Penta","9402NP","800",136,0,0
" Drafcentrum Alkmaar","1815LW","1238",520,0,0
" Driewegen","4438AH","472",277,45028.359514396,382435.488419702
" Drive in (lLa Baraque)","2761JL","1613",391,99981.9928813143,446889.995754965
" Drive-in","3125BP","1379",228,87505.081347862,438730.573891446
" Drive-In Gemeentewerf","6001AC","0",24,0,0
" Drive-In Gemeentewerf","6004HN","1000",73,179588.344113114,364354.626263978
" Drive-In Sportstraat","6004EX","1000",298,178938.73735317,362316.056088746
" Drive-in stemstraat","6419DJ","0",129,195335.419228923,321781.766769682
" Drive-Through Tom Dumoulin Bike Parking","6135LD","0",486,0,0
" Drive-thru P5 NAC Stadion","4815NC","0",429,0,0
" Drumptse Hof","4003GA","2219",1246,156544.799999097,434222.560395599
" DSW Zorgverzekeraar","3119XT","1379",245,87323.381963587,437531.640006145
" Duivensportcentrum","7312AA","1438",1001,193428.548309853,469084.040808482
" Dulon College/ROC-A12","6717LG","0",944,173892.999984288,448049.000423653
" Durps'uus op d'n oek","4339AK","1065",655,34864.8103773543,389584.238401565
" DVO Sportpark Overhoven","6136XX","1150",543,189034.994229975,335993.001373051
" Eckartcollege (15-03)","5631KC","1",1824,162882.798462684,386270.771727143
